pair,row_index,clip_id,group_idx,clip_name,target,prediction,correct,left_label,right_label,left_token,right_token,left_logit,right_logit
goal_vs_shot,89,OtQpc975,1,IM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.445185661315918,0.23367372155189514
goal_vs_shot,90,4rxwHJn7,2,IM_1,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.32825157046318054,-2.738847494125366
goal_vs_shot,91,4rxwHJn7,2,IM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.5510268211364746,0.03788504749536514
goal_vs_shot,92,G6wyC3XE,1,IM_3,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.1119344234466553,0.4225383698940277
goal_vs_shot,93,8S0QVm38,2,IM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,3.094374418258667,-0.7420169711112976
goal_vs_shot,94,UBdITpNb,2,IM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,1.4238958358764648,1.5945672988891602
goal_vs_shot,95,Yo4Xirtq,2,IM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,0.2701773941516876,1.2075085639953613
goal_vs_shot,96,rs1thcel,1,IM_7,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.7842707633972168,-4.358785152435303
goal_vs_shot,97,OW4kbPoI,1,IM_3,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-2.039616346359253,-2.945760726928711
goal_vs_shot,98,G6wyC3XE,2,IM_5,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.22792834043502808,-0.1906440407037735
goal_vs_shot,99,8S0QVm38,1,IM_6,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.4687492847442627,-0.07323435693979263
goal_vs_shot,100,reYzH7wg,1,IM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.4113559126853943,-2.1434872150421143
goal_vs_shot,101,OW4kbPoI,2,IM_3,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.6808646321296692,-1.1710108518600464
goal_vs_shot,102,bZhxz4I5,1,IM_3,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.36773455142974854,-4.171623229980469
goal_vs_shot,125,G6wyC3XE,1,NIM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,0.9291613698005676,0.9670889973640442
goal_vs_shot,126,Q3ZH0ngC,1,NIM_4,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.21693764626979828,-2.3839223384857178
goal_vs_shot,127,06FNvY2s,2,NIM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-1.6534980535507202,-0.2944245934486389
goal_vs_shot,128,8S0QVm38,1,NIM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-3.735718250274658,-0.8181917667388916
goal_vs_shot,129,nwl9maEG,1,NIM_4,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,2.9783926010131836,-0.02934344671666622
goal_vs_shot,130,viZQQvS2,1,NIM_9,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,2.030388593673706,1.8214185237884521
goal_vs_shot,131,IcCSkl6F,1,NIM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.10159137845039368,0.6850904822349548
goal_vs_shot,132,8S0QVm38,2,NIM_5,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.9424694180488586,-1.972918152809143
goal_vs_shot,133,63fde7Re,2,NIM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-3.2886850833892822,-2.4663197994232178
goal_vs_shot,134,ChTFpiaS,1,NIM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.3997104167938232,-1.9088870286941528
goal_vs_shot,135,x2i73QnS,1,NIM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.5192440748214722,-0.35029399394989014
goal_vs_shot,136,ObsVrY4o,2,NIM_2,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.4091229736804962,-6.271291732788086
goal_vs_shot,137,MV4UU7IE,2,NIM_5,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.723008394241333,-2.9792821407318115
goal_vs_shot,138,W0KvTtjG,1,NIM_3,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,3.269212245941162,0.3503224849700928
goal_vs_shot,139,xpER1kZQ,1,NIM_5,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,3.9104695320129395,2.919398546218872
goal_vs_shot,140,reYzH7wg,2,NIM_5,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.4057868719100952,-1.7650392055511475
goal_vs_shot,141,OziK3ff0,1,NIM_11,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-3.2118401527404785,1.2550996541976929
goal_vs_shot,142,bevos1dM,1,NIM_6,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.8699425458908081,-2.018864631652832
goal_vs_shot,143,63fde7Re,1,NIM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,0.4887123107910156,0.8572354316711426
goal_vs_shot,144,rs1thcel,2,NIM_7,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.7476708292961121,-1.9664796590805054
goal_vs_shot,145,EPk1kLq4,1,NIM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-1.3033761978149414,3.1255321502685547
corner_vs_shot,50,Q3ZH0ngC,2,IM_6,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.2631711959838867,-2.2236037254333496
corner_vs_shot,51,E5X6KOII,2,IM_4,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.603452682495117,-3.9132707118988037
corner_vs_shot,52,ULTDmEW6,2,IM_6,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.5189882516860962,0.7411679029464722
corner_vs_shot,53,G6wyC3XE,2,IM_1,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.6162034869194031,2.1427066326141357
corner_vs_shot,54,bks0kqIh,2,IM_1,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.7678317427635193,0.27240827679634094
corner_vs_shot,55,tE2Jn2J8,2,IM_1,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.6852939128875732,0.15469534695148468
corner_vs_shot,56,UcZVYDFH,1,IM_9,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-5.6558380126953125,-2.305863380432129
corner_vs_shot,57,6LXKpLWN,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.640977144241333,-2.541323661804199
corner_vs_shot,58,8rg3jFcJ,2,IM_3,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.527167797088623,-6.707907199859619
corner_vs_shot,59,IF9NUtVr,1,IM_4,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.048888921737671,8.754683494567871
corner_vs_shot,60,l0uNkr78,2,IM_10,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.483980417251587,0.21298690140247345
corner_vs_shot,61,0rkvoaKm,2,IM_16,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-4.357753753662109,-6.832769870758057
corner_vs_shot,62,06FNvY2s,2,IM_6,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.42685624957084656,1.9947658777236938
corner_vs_shot,63,xpER1kZQ,1,IM_5,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.046616792678833,-0.024041730910539627
corner_vs_shot,64,6w99xiq5,2,IM_3,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.0566728115081787,1.810847520828247
corner_vs_shot,65,6w99xiq5,1,IM_2,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-4.90881872177124,-2.969521999359131
corner_vs_shot,66,nsbnKlSp,2,IM_3,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.5722412467002869,1.1802160739898682
corner_vs_shot,67,p2XBlEqT,2,IM_9,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-5.813743591308594,-5.389097690582275
corner_vs_shot,68,Q3ZH0ngC,2,IM_7,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.75970458984375,0.5672858953475952
corner_vs_shot,69,4rxwHJn7,1,IM_4,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.052927255630493,-1.9069490432739258
corner_vs_shot,70,pOf6Wnwt,2,IM_10,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,2.5906407833099365,-1.5088040828704834
corner_vs_shot,71,vXz1jGnl,2,IM_3,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.9731249809265137,-1.5325568914413452
corner_vs_shot,72,xlO2e2Ra,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.090120792388916,-3.5754168033599854
corner_vs_shot,73,06FNvY2s,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.5977185368537903,-0.60967618227005
corner_vs_shot,74,r9gYBR53,2,IM_4,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.6375207901000977,-2.316251039505005
corner_vs_shot,75,xx6GTsEM,1,IM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-4.419301986694336,-3.3851161003112793
corner_vs_shot,76,pl6mcTdq,1,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.939786911010742,2.658541202545166
corner_vs_shot,77,OtQpc975,1,IM_3,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.8402901887893677,-2.655454397201538
corner_vs_shot,78,ChTFpiaS,2,IM_7,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.2483701705932617,-1.8853861093521118
corner_vs_shot,79,x2i73QnS,2,IM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.3885982036590576,1.2064971923828125
corner_vs_shot,80,UcZVYDFH,1,IM_15,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.7426012754440308,-1.6649413108825684
corner_vs_shot,81,UBdITpNb,2,IM_6,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-6.194972515106201,-0.8845216631889343
corner_vs_shot,82,G6wyC3XE,2,IM_4,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.6515416502952576,1.0732665061950684
corner_vs_shot,83,ABcIbvu8,2,IM_1,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.0217492580413818,-2.809565544128418
corner_vs_shot,84,x2i73QnS,2,IM_4,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.029954195022583,0.06854713708162308
corner_vs_shot,85,vXz1jGnl,2,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.11843499541282654,0.08899936825037003
corner_vs_shot,86,OtQpc975,2,IM_9,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.36436301469802856,1.718644380569458
corner_vs_shot,87,OtQpc975,1,IM_6,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.8869032859802246,-6.228704929351807
corner_vs_shot,88,8S0QVm38,1,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.48811063170433044,1.5726346969604492
corner_vs_shot,89,OtQpc975,1,IM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,1.6006215810775757,0.23999223113059998
corner_vs_shot,90,4rxwHJn7,2,IM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.132157325744629,-2.7696902751922607
corner_vs_shot,91,4rxwHJn7,2,IM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.44842687249183655,0.05461247265338898
corner_vs_shot,92,G6wyC3XE,1,IM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.9908124208450317,0.42454513907432556
corner_vs_shot,93,8S0QVm38,2,IM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,1.2754086256027222,-0.7506964206695557
corner_vs_shot,94,UBdITpNb,2,IM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.9984281063079834,1.59859299659729
corner_vs_shot,95,Yo4Xirtq,2,IM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.1676151752471924,1.212104320526123
corner_vs_shot,96,rs1thcel,1,IM_7,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.7960855960845947,-4.325252056121826
corner_vs_shot,97,OW4kbPoI,1,IM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-4.757559776306152,-2.9556896686553955
corner_vs_shot,98,G6wyC3XE,2,IM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.475288987159729,-0.11301510035991669
corner_vs_shot,99,8S0QVm38,1,IM_6,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.1724350452423096,-0.07244087010622025
corner_vs_shot,100,reYzH7wg,1,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.2477283477783203,-2.1342508792877197
corner_vs_shot,101,OW4kbPoI,2,IM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.5280301570892334,-1.096314787864685
corner_vs_shot,102,bZhxz4I5,1,IM_3,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.7962871193885803,-4.0750250816345215
corner_vs_shot,103,G6wyC3XE,2,NIM_2,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.2710927724838257,2.8238301277160645
corner_vs_shot,104,0jJj5Mme,2,NIM_9,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.2518866062164307,0.3992662727832794
corner_vs_shot,105,W0KvTtjG,1,NIM_7,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.3867218494415283,2.156181812286377
corner_vs_shot,106,xpER1kZQ,2,NIM_10,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.2714009284973145,-0.662276566028595
corner_vs_shot,107,EPk1kLq4,2,NIM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,2.5644989013671875,0.7333115935325623
corner_vs_shot,108,rs1thcel,2,NIM_4,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.9531583786010742,-0.9403864145278931
corner_vs_shot,109,vVcWSKae,2,NIM_4,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.4605657458305359,-1.003989577293396
corner_vs_shot,110,KMdvNjmo,1,NIM_5,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.24312029778957367,1.7740675210952759
corner_vs_shot,111,OtQpc975,1,NIM_7,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.1970574855804443,-0.5446872115135193
corner_vs_shot,112,KMdvNjmo,1,NIM_6,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-4.169506549835205,-2.1347579956054688
corner_vs_shot,113,6uUbMpl6,2,NIM_2,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,1.5907089710235596,0.1321794092655182
corner_vs_shot,114,OtQpc975,1,NIM_6,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.2439240217208862,0.08400212973356247
corner_vs_shot,115,tE2Jn2J8,2,NIM_14,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.5442899465560913,1.8339052200317383
corner_vs_shot,116,ULTDmEW6,2,NIM_1,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.5691723227500916,-0.2859494388103485
corner_vs_shot,117,pOf6Wnwt,2,NIM_13,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.2185282707214355,-0.05689961463212967
corner_vs_shot,118,Yo4Xirtq,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.27068987488746643,-2.8125646114349365
corner_vs_shot,119,06FNvY2s,2,NIM_8,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.974496603012085,0.815977931022644
corner_vs_shot,120,pU7DyBbB,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.17368708550930023,-0.12200969457626343
corner_vs_shot,121,bBW7eQ6s,2,NIM_2,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.1320273876190186,0.49387481808662415
corner_vs_shot,122,W0KvTtjG,1,NIM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.0091660022735596,-3.65968656539917
corner_vs_shot,123,OtQpc975,2,NIM_1,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.6471025943756104,-3.273695230484009
corner_vs_shot,124,r9gYBR53,2,NIM_9,CORNER/THROW-IN,SHOT-ON-TARGET,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.14413942396640778,0.2918218672275543
corner_vs_shot,125,G6wyC3XE,1,NIM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.322906732559204,0.8363999128341675
corner_vs_shot,126,Q3ZH0ngC,1,NIM_4,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.3840550482273102,-2.3096964359283447
corner_vs_shot,127,06FNvY2s,2,NIM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.27760156989097595,-0.2755989730358124
corner_vs_shot,128,8S0QVm38,1,NIM_3,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.47757452726364136,-0.7911438345909119
corner_vs_shot,129,nwl9maEG,1,NIM_4,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.6507484912872314,-0.048100076615810394
corner_vs_shot,130,viZQQvS2,1,NIM_9,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.0322359800338745,1.8354295492172241
corner_vs_shot,131,IcCSkl6F,1,NIM_1,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.376204490661621,0.6475978493690491
corner_vs_shot,132,8S0QVm38,2,NIM_5,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.449810266494751,-1.9039429426193237
corner_vs_shot,133,63fde7Re,2,NIM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.2670528888702393,-2.443073272705078
corner_vs_shot,134,ChTFpiaS,1,NIM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.4643246531486511,-2.1773746013641357
corner_vs_shot,135,x2i73QnS,1,NIM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.098933458328247,-0.36367785930633545
corner_vs_shot,136,ObsVrY4o,2,NIM_2,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.6118059158325195,-6.2339253425598145
corner_vs_shot,137,MV4UU7IE,2,NIM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.723616123199463,-2.8166844844818115
corner_vs_shot,138,W0KvTtjG,1,NIM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.544564962387085,0.36284613609313965
corner_vs_shot,139,xpER1kZQ,1,NIM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-0.8688490986824036,2.911635160446167
corner_vs_shot,140,reYzH7wg,2,NIM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-5.084777355194092,-1.6542695760726929
corner_vs_shot,141,OziK3ff0,1,NIM_11,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-3.220106601715088,1.2411788702011108
corner_vs_shot,142,bevos1dM,1,NIM_6,SHOT-ON-TARGET,CORNER/THROW-IN,False,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.206703543663025,-1.8978896141052246
corner_vs_shot,143,63fde7Re,1,NIM_3,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,0.19525443017482758,0.8656973838806152
corner_vs_shot,144,rs1thcel,2,NIM_7,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-2.5917694568634033,-1.8882005214691162
corner_vs_shot,145,EPk1kLq4,1,NIM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,CORNER/THROW-IN,SHOT-ON-TARGET,corner,shot,-1.5226718187332153,3.1245577335357666
